1382, 690102, 5,
1667, 690102, 1,
2350, 040101, 1,
2667, 040101, 1,
1382, 690102, 5,
1382, 040101, 1,
1667, 040101, 4,
2350, 040101, 1,
2667, 690102, 2,
2702, 690102, 3,
1382, 690102, 2,
2522, 690102, 1,
2667, 690102, 1,
2702, 690102, 5,
1347, 040101, 1,
1382, 040101, 1,
1384, 040101, 1,
2350, 040101, 1,
2667, 690102, 1,
2702, 690102, 1,
1379, 040101, 1,
1404, 040101, 1,
2426, 040101, 1,
2667, 690102, 2,
2667, 040101, 1,
2702, 690102, 3,
1379, 040101, 1,
1404, 040101, 1,
1499, 690102, 1,
1499, 040101, 1,
2605, 690102, 1,
2667, 690102, 1,
2702, 690102, 3,
1347, , 1,
1382, 690102, 5,
1384, 690102, 1,
1717, , 1,
2350, , 1,
2667, 690102, 1,
2702, 690102, 6,
1347, 040101, 2,
1404, 040101, 1,
2426, 040101, 1,
1382, 690102, 4,
1499, 690102, 2,
1713, 040101, 1,
2605, 690102, 1,
2667, 690102, 1,
2667, 040101, 3,
2702, 690102, 2,
1382, 690102, 1,
1713, 040101, 1,
2426, 040101, 1,
2667, 690102, 1,
2702, 690102, 3,
1382, 690102, 5,
1667, 690102, 1,
2350, 040101, 1,
2667, 040101, 1,
1382, 690102, 5,
1384, 690102, 3,
1667, 690102, 3,
1713, 690102, 1,
1713, 040101, 2,
1717, 040101, 1,
2667, 040101, 1,
1382, 690102, 5,
1382, 040101, 1,
1667, 040101, 4,
2350, 040101, 1,
2667, 690102, 2,
2702, 690102, 3,
1382, 690102, 4,
1667, 690102, 2,
2702, 690102, 2,
1382, 690102, 2,
2522, 690102, 1,
2667, 690102, 1,
2702, 690102, 5,
1347, 040101, 1,
1382, 040101, 1,
1384, 040101, 1,
2350, 040101, 1,
2667, 690102, 1,
2702, 690102, 1,
1379, 690102, 1,
1382, 690102, 1,
2522, 040101, 1,
2702, 690102, 1,
1379, 040101, 1,
1404, 040101, 1,
2426, 040101, 1,
2667, 690102, 2,
2667, 040101, 1,
2702, 690102, 3,
1667, 690102, 2,
2702, 690102, 3,
1379, 040101, 1,
1404, 040101, 1,
1499, 690102, 1,
1499, 040101, 1,
2605, 690102, 1,
2667, 690102, 1,
2702, 690102, 3,
1347, , 1,
1382, 690102, 5,
1384, 690102, 1,
1717, , 1,
2350, , 1,
2667, 690102, 1,
2702, 690102, 6,
1382, 690102, 2,
1499, 040101, 1,
1667, 040101, 2,
1713, 040101, 2,
2667, 040101, 1,
1347, 040101, 2,
1404, 040101, 1,
2426, 040101, 1,
1379, 040101, 1,
1382, 040101, 1,
1384, 690102, 2,
1667, 690102, 1,
2426, 040101, 1,
2702, 690102, 2,
1382, 690102, 4,
1499, 690102, 2,
1713, 040101, 1,
2605, 690102, 1,
2667, 690102, 1,
2667, 040101, 3,
2702, 690102, 2,
1347, 040101, 2,
1382, 690102, 1,
1404, 690102, 2,
1499, 690102, 2,
1667, 040101, 1,
1713, 040101, 1,
1717, 040101, 1,
1782, 040101, 3,
1382, 690102, 1,
1713, 040101, 1,
2426, 040101, 1,
2667, 690102, 1,
2702, 690102, 3,
1347, 040101, 1,
1382, 690102, 1,
1667, 040101, 1,
1782, 690102, 1,
2667, 040101, 1,
2702, 690102, 3,
